52.080162,1.29614,E21589,Anglian,625950,TM259475
50.999283,-0.143741,E9350,Southern,530350,TQ303238
50.562235,-4.481386,47106,South West,224350,SX243765
52.589321,-2.78744,1332,Midland,346750,SO467993
51.903913,0.021245,490001TP,Thames,539150,TL391247
53.911915,-1.662765,062916,North East,422250,SE222462
55.093207,-2.481773,603111,North West,369350,NY693777
